workload,threads,keys,elements,capacity,zeroed,value type,operator,zipf,heavy hitter,memory,t1,t2,t3,t4,t5,t6,t7,t8,t9,initialization,stage 1,stage 2,materialization
AtomicE2E,48,10000000,100000000,10000000,true,I64,Sum,0,0,+5.85403488e8,0.141081228,0.141209447,0.143177563,0.142818806,0.144635563,0.144571694,0.144220906,0.144382355,0.143075153,+3.181e-5,+9.357696776636423e-2,+4.6912676457822454e-2,+1.355881e-3
AtomicE2E,48,10000000,100000000,5000000,true,I64,Sum,0,0,+7.05494536e8,0.256848791,0.253836172,0.255216052,0.254909725,0.253853352,0.256638332,0.252490601,0.256801441,0.252871278,+3.3659e-5,+1.925452296218941e-1,+5.852059440576011e-2,+1.55943e-3
AtomicE2E,48,100000000,100000000,100000000,true,I64,Sum,0,0,+5.625403032e9,0.238005491,0.234758263,0.236172554,0.23524454,0.237197096,0.234604244,0.238596377,0.236002684,0.235857245,+3.473e-5,+1.7605660784949273e-1,+2.7733651150507292e-2,+2.584193e-2
AtomicE2E,48,100000000,100000000,50000000,true,I64,Sum,0,0,+6.82550728e9,1.220264381,1.221813739,1.221065732,1.220767303,1.230167096,1.219559969,1.217497901,1.224067134,1.2187219,+3.588e-5,+1.130556992072945e0,+5.252030092705496e-2,+2.6643254e-2
ThreadLocalE2E,48,10000000,100000000,10000000,true,I64,Sum,0,0,+4.35002584e9,0.194126452,0.192643412,0.192015167,0.193573246,0.19433067,0.193324547,0.194571739,0.194981646,0.194815037,+4.302e-5,+9.885299459729922e-2,+5.157099053803687e-2,+4.2286844e-2
ThreadLocalE2E,48,10000000,100000000,5000000,true,I64,Sum,0,0,+5.99885124e9,0.308711229,0.30861777,0.309237444,0.310723835,0.309757741,0.309261824,0.309759161,0.307434937,0.308748597,+4.3479e-5,+1.78915214381182e-1,+7.317067261872473e-2,+5.4685247e-2
ThreadLocalE2E,48,100000000,100000000,100000000,true,I64,Sum,0,0,+4.3230034744e10,1.006402135,1.010671034,1.009794889,1.007889521,1.007270965,1.002536857,1.007728689,1.006625986,0.999485016,+4.148e-5,+3.302510307783067e-1,+1.5050601491674162e-1,+5.20920985e-1
ThreadLocalE2E,48,100000000,100000000,50000000,true,I64,Sum,0,0,+5.7638378552e10,1.992740854,1.982956679,1.97798619,1.999896842,1.990142467,2.007959408,2.001863486,2.020215423,1.985553984,+4.617e-5,+1.0690567578965013e0,+3.097145634594119e-1,+5.98222204e-1
PartitionedE2E,48,10000000,100000000,10000000,true,I64,Sum,0,0,+4.023868736e9,0.246793661,0.251489577,0.247773634,0.245834506,0.250095957,0.247416596,0.243346214,0.247087978,0.247418096,+3.4e-7,+1.18298906e-1,+3.6537862e-2,+9.1952121e-2
PartitionedE2E,48,100000000,100000000,100000000,true,I64,Sum,0,0,+8.866323824e9,0.460209123,0.454705422,0.451234326,0.456950376,0.45339289,0.451062677,0.457040314,0.463143701,0.465280986,+1.9e-7,+1.19219279e-1,+2.78199027e-1,+5.8357608e-2
